"news_day","headline"
"2022-02-16","TATA MOTORS LTD - JAGUAR LAND ROVER ANNOUNCES PARTNERSHIP WITH NVIDIA"
"2022-02-16","NVIDIA CORP - INTENDS TO RECORD IN OPERATING EXPENSES A $1.36 BLN CHARGE ( ARM WRITE-OFF) IN Q1 OF FISCAL 2023 REFLECTING WRITE-OFF OF PREPAYMENT"
"2022-02-16","NVIDIA CORP <NVDA.O> Q1 REV VIEW $7.29 BLN -- REFINITIV IBES DATA"
"2022-02-16","NVIDIA CORP - FOURTH-QUARTER AUTOMOTIVE REVENUE WAS $125 MLN, DOWN 14 PERCENT FROM A YEAR AGO "
"2022-02-16","NVIDIA CORP <NVDA.O> Q4 NON-GAAP SHR $4.44"
"2022-02-16","NVIDIA CORP - FOURTH-QUARTER DATA CENTER REVENUE WAS A RECORD $3.26 BLN, UP 71 PERCENT FROM A YEAR AGO"
"2022-02-16","NVIDIA ANNOUNCES FINANCIAL RESULTS FOR FOURTH QUARTER AND FISCAL 2022"
"2022-02-16","NVIDIA CORP <NVDA.O> Q4 REVENUE ROSE 53 PCT TO $7.64 BLN"
"2022-02-16","NVIDIA CORP <NVDA.O> Q4 GAAP SHR $1.18"
"2022-02-16","NVIDIA CORP <NVDA.O> Q4 SHR VIEW $1.22, REV VIEW $7.42 BLN -- REFINITIV IBES DATA"
"2022-02-16","NVIDIA CORP QTRLY GROSS MARGIN 65.4%"
"2022-02-16","NVIDIA CORP QTRLY NON GAAP GROSS MARGIN 67.0%"
"2022-02-16","NVIDIA CORP - FOURTH-QUARTER GAMING REVENUE WAS A RECORD $3.42 BLN, UP 37 PERCENT FROM A YEAR AGO "
"2022-02-16","NVIDIA CORP - SEES Q1 2023 REVENUE IS EXPECTED TO BE $8.10 BLN, PLUS OR MINUS 2 PERCENT "
"2022-02-16","NVIDIA CORP SHARES FALL 2.7% AFTER THE BELL FOLLOWING RESULTS"
"2022-02-16","RPT-NVIDIA ANNOUNCES FINANCIAL RESULTS FOR FOURTH QUARTER AND FISCAL 2022"
"2022-02-16","RPT-NVIDIA CORP <NVDA.O> Q4 REVENUE ROSE 53 PCT TO $7.64 BLN"
"2022-02-16","RPT-NVIDIA CORP <NVDA.O> Q4 GAAP SHR $1.18"
"2022-02-16","CORRECTED-NVIDIA CORP <NVDA.O> Q4 NON-GAAP SHR $1.32 (NOT $4.44)"
"2022-02-16","RPT-NVIDIA CORP QTRLY GROSS MARGIN 65.4%"
"2022-02-16","RPT-NVIDIA CORP <NVDA.O> Q4 SHR VIEW $1.22, REV VIEW $7.42 BLN -- REFINITIV IBES DATA"
"2022-02-16","RPT-NVIDIA CORP QTRLY NON GAAP GROSS MARGIN 67.0%"
"2022-02-16","RPT-NVIDIA CORP - SEES Q1 2023 REVENUE IS EXPECTED TO BE $8.10 BLN, PLUS OR MINUS 2 PERCENT"
"2022-02-16","RPT-NVIDIA CORP - INTENDS TO RECORD IN OPERATING EXPENSES A $1.36 BLN CHARGE ( ARM WRITE-OFF) IN Q1 OF FISCAL 2023 REFLECTING WRITE-OFF OF PREPAYMENT"
"2022-02-16","RPT-NVIDIA CORP - FOURTH-QUARTER DATA CENTER REVENUE WAS A RECORD $3.26 BLN, UP 71 PERCENT FROM A YEAR AGO"
"2022-02-16","RPT-NVIDIA CORP - FOURTH-QUARTER GAMING REVENUE WAS A RECORD $3.42 BLN, UP 37 PERCENT FROM A YEAR AGO"
"2022-02-16","RPT-NVIDIA CORP <NVDA.O> Q1 REV VIEW $7.29 BLN -- REFINITIV IBES DATA"
"2022-02-16","RPT-NVIDIA CORP - FOURTH-QUARTER AUTOMOTIVE REVENUE WAS $125 MLN, DOWN 14 PERCENT FROM A YEAR AGO"
"2022-02-16","NVIDIA CORP <NVDA.O> Q4 NON-GAAP SHR $4.44"
"2022-02-16","NVIDIA CORP CEO: ALSO HAVE ARM PROJECT WITH GRACE AND FOLLOW ON PROJECTS AND WILL DO A LOT OF CPU DEV. WITH ARM ARCHITECTURE - CONF CALL"
"2022-02-16","NVIDIA CORP CEO: WE HAVE MULTIPLE ARM PROJECTS ONGOING, IN ROBOTICS, AUTONOMOUS DRIVING - CONF CALL"
"2022-02-16","NVIDIA CORP CFO EXPECTS IMPROVED CAPACITY IN COMING QUATERS TO SERVE CUSTOMERS -CONF CALL"
"2022-02-16","NVIDIA CORP CEO SAYS CO ON TRACK TO LAUNCH 'GRACE' CHIP IN FIRST HALF OF NEXT YEAR - CONF CALL"
"2022-02-17","NVIDIA CORP SHARES DOWN 3.6% PREMARKET; CO POSTS RESULTS"
"2022-02-17","NVIDIA CORP <NVDA.O>: MIZUHO RAISES TARGET PRICE TO $345 FROM $335"
"2022-02-17","NVIDIA CORP SHARES DOWN 12.8%; CO POSTS RESULTS"
"2022-02-17","CORRECTED-NVIDIA CORP SHARES DOWN 6.2%; CO POSTS RESULTS (CORRECTS SHARE MOVEMENT)"
"2022-02-17","NVIDIA CORP SHARES DOWN 12.8%; CO POSTS RESULTS"
"2022-02-17","INTEL CEO: THERE HAS BEEN CHATTER IN INDUSTRY ABOUT A CONSORTIUM TO OWN ARM EVEN BEFORE NVIDIA DEAL"
"2022-02-25","US MICROCHIP POWERHOUSE NVIDIA HIT BY CYBER ATTACK - THE TELEGRAPH"
"2022-02-25","PARTS OF NVIDIA'S BUSINESS ARE 'COMPLETELY COMPROMISED' AT TIME OF RUSSIAN CYBERWARFARE AGAINST UKRAINE- TELEGRAPH "
"2022-02-25","NVIDIA LAST DOWN 0.1% AFTER MEDIA REPORT THAT CO WAS HIT BY CYBER ATTACK"
"2022-02-25","NVIDIA LAST DOWN 0.7% AFTER MEDIA REPORT THAT CO WAS HIT BY CYBER ATTACK"
"2022-02-25","NVIDIA-STILL WORKING TO EVALUATE THE NATURE AND SCOPE OF THE EVENT AND DON'T HAVE ANY ADDITIONAL INFORMATION TO SHARE AT THIS TIME"
"2022-02-25","NVIDIA ON REPORTS OF CYBER ATTACK SAYS ARE INVESTIGATING AN INCIDENT - SPOKESPERSON "
"2022-02-25","NVIDIA SAYS OUR BUSINESS AND COMMERCIAL ACTIVITIES CONTINUE UNINTERRUPTED"
"2022-03-01","NVIDIA CORP - NO EVIDENCE OF RANSOMWARE BEING DEPLOYED ON THE NVIDIA ENVIRONMENT OR THAT THIS IS RELATED TO THE RUSSIA-UKRAINE CONFLICT"
"2022-03-01","NVIDIA CORP - TEAM IS WORKING TO ANALYZE INFO; DO NOT ANTICIPATE DISRUPTION TO BUSINESS, ABILITY TO SERVE CUSTOMERS AS A RESULT OF INCIDENT"
"2022-03-01","NVIDIA CORP <NVDA.O> - ON FEBRUARY 23, 2022, NVIDIA BECAME AWARE OF A CYBERSECURITY INCIDENT WHICH IMPACTED IT RESOURCES"
"2022-03-01","NVIDIA CORP - AWARE THAT THREAT ACTOR TOOK EMPLOYEE CREDENTIALS, SOME NVIDIA PROPRIETARY INFORMATION FROM SYSTEMS AND HAS BEGUN LEAKING IT ONLINE"
"2022-03-07","GLOBALFOUNDRIES ANNOUNCES SILICON PHOTONICS COLLABORATION WITH BROADCOM, CISCO SYSTEMS, MARVELL, NVIDIA, AYAR LABS, OTHERS"
"2022-03-09","AEVA BECOMES FIRST FMCW 4D LIDAR ON NVIDIA DRIVE AUTONOMOUS VEHICLE PLATFORM"
"2022-03-16","NVIDIA GAINS IN VOLUME SURGE, LAST UP 5.3%"
"2022-03-22","NVIDIA SAYS 'EOS' SUPERCOMPUTER TO START OPERATING IN A FEW MONTHS"
"2022-03-22","NVIDIA SAYS H100 WILL BE AVAILABLE STARTING IN THE THIRD QUARTER"
"2022-03-22","NVIDIA SAYS GRACE CPU SUPERCHIP TO BE AVAILABLE IN 1H 2023"
"2022-03-22","NVIDIA INTRODUCES GRACE CPU SUPERCHIP BASED ON ARM TECHNOLOGY "
"2022-03-22","NVIDIA UNVEILS 'EOS' SUPERCOMPUTER, SAYS IT'S WORLD FASTEST AI SUPERCOMPUTER"
"2022-03-22","NVIDIA UNVEILS NEW GPU H100 GRAPHIC CHIP TO HANDLE AI WORK IN DATA CENTERS"
"2022-03-22","NVIDIA SAYS BYD, LUCID MOTORS ADOPTING NVIDIA DRIVE TECH PLATFORM FOR NEXT-GEN FLEETS'"
"2022-03-22","NVIDIA STARTS SHIPPING OF COMPUTER FOR AUTONOMOUS VEHICLES CALLED 'DRIVE ORIN'"
"2022-03-22","NVIDIA SAYS AUTO BUSINESS EXPECTED REVENUE OVER $11 BLN FOR NEXT SIX YEARS, UP FROM $8 BLN FORECAST IN 2021"
"2022-03-22","NVIDIA H100 BASED ON TSMC 4N PROCESS"
"2022-03-22","NVIDIA ANNOUNCES HOPPER ARCHITECTURE, THE NEXT GENERATION OF ACCELERATED COMPUTING"
"2022-03-22","NVIDIA ANNOUNCES DGX H100 SYSTEMS"
"2022-03-22","NVIDIA INTRODUCES GRACE CPU SUPERCHIP"
"2022-03-22","NVIDIA OPENS NVLINK FOR CUSTOM SILICON INTEGRATION"
"2022-03-22","NVIDIA ANNOUNCES DIGITAL TWIN PLATFORM FOR SCIENTIFIC COMPUTING"
"2022-03-22","KROGER AND NVIDIA TO REINVENT SHOPPING EXPERIENCE THROUGH STATE-OF--ART, AI-ENABLED APPLICATIONS AND SERVICES"
"2022-03-22","LUCID ANNOUNCES INTEGRATION OF ITS PROPRIETARY DREAMDRIVE PRO ADVANCED DRIVER-ASSISTANCE SYSTEM WITH NVIDIA DRIVE HYPERION SOFTWARE-DEFINED PLATFORM"
"2022-03-22","NVIDIA CFO: SOFTWARE REVENUE RUN RATE AT LOW HUNDREDS OF MILLIONS OF DOLLARS"
"2022-03-22","NVIDIA CEO SAYS ENTERPRISE AND EDGE COMPUTING BUSINESS WILL BE BIGGER THAN HYPERSCALER"
"2022-03-22","NVIDIA CFO: SEE $100 BLN BUSINESS OPPORTUNITY FOR GAMING"
"2022-03-22","NVIDIA CFO: SEE TOTAL MARKET OPPORTUNITY OF $1 TRLN"
"2022-03-22","NVIDIA SAYS OMNIVERSE SOFTWARE & CHIPS AND SYSTEMS MARKET OPPORTUNITY ESTIMATED $300 BLN"
"2022-03-22","NVIDIA SAYS OMNIVERSE ENTERPRISE SOFTWARE MARKET OPPORTUNITY ESTIMATED $150BLN"
"2022-03-22","NVIDIA SAYS NVIDIA DRIVE HAS $300 BLN MARKET OPPORTUNITY"
"2022-03-23","NVIDIA CEO SAYS OPEN MINDED TO CONSIDER INTEL AND DELIGHTED BY THE EFFORTS THEY ARE MAKING - PRESS CONF"
"2022-03-23","NVIDIA CEO SAYS FOUNDRY TALKS TAKE A LONG TIME AND A LOT OF DEEP DISCUSSION- PRESS CONF"
"2022-03-23","NVIDIA CEO SAYS INTERESTED IN EXPLORING INTEL AS A FOUNDRY - PRESS CONF"
"2022-03-30","NVIDIA CORP SHARES DOWN 2%; DIRECTOR TENCH COXE SELLS SHARES WORTH OVER $27 MLN"
"2022-04-08","NVIDIA CORP <NVDA.O>: TRUIST SECURITIES CUTS TARGET PRICE TO $298 FROM $350"
"2022-04-08","NVIDIA CORP - FISCAL 2022 CEO TO MEDIAN EMPLOYEE PAY RATIO WAS 109:1"
"2022-04-08","NVIDIA-BOARD RECOMMENDS TO VOTE FOR APPROVAL OF PROPOSED AMENDMENT TO INCREASE NUMBER OF AUTHORIZED SHARES OF COMMON STOCK FROM 4 BLN TO 8 BLN SHARES"
"2022-04-08","NVIDIA CEO AND PRESIDENT JEN-HSUN HUANG'S 2022 TOTAL COMPENSATION WAS $23.7 MLN VS $19.3 MLN IN 2021 - SEC FILING"
"2022-04-11","NVIDIA CORP SHARES DOWN 4.8% AFTER BAIRD DOWNGRADES CO TO NEUTRAL"
"2022-04-11","SHARES OF SOME U.S.-LISTED CHIP STOCKS DOWN; NVIDIA DOWN 6.2%, AMD DOWN 4.7%, "
"2022-04-19","NVIDIA CORP SAYS CEO JEN-HSUN HUANG' S FISCAL YEAR 2022 TOTAL COMPENSATION WAS $23.7 MLN VS $19.3 MLN IN FISCAL YEAR 2021 - SEC FILING"
"2022-04-19","NVIDIA CORP - FISCAL 2022 CEO TO MEDIAN EMPLOYEE PAY RATIO WAS 109:1"
"2022-04-20","NVIDIA CORP <NVDA.O>: DEUTSCHE BANK CUTS TARGET PRICE TO $255 FROM $285"
"2022-04-25","NVIDIA CORP <NVDA.O>: BARCLAYS CUTS TARGET PRICE TO $295 FROM $350"
"2022-04-26","NVIDIA CORP <NVDA.O>: CREDIT SUISSE ASSUMES COVERAGE WITH OUTPERFORM RATING AND $400 TARGET PRICE "
"2022-05-06","U.S. SEC SAYS IT SETTLED CHARGES AGAINST NVIDIA FOR INADEQUATE DISCLOSURES CONCERNING THE IMPACT OF CRYPTOMINING ON THE COMPANY’S GAMING BUSINESS"
"2022-05-06","U.S. SEC SAYS IT CHARGES NVIDIA CORPORATION WITH INADEQUATE DISCLOSURES ABOUT IMPACT OF CRYPTOMINING"
"2022-05-06","SEC SAYS WITHOUT ADMITTING OR DENYING SEC FINDINGS, NVIDIA AGREED TO A CEASE-AND-DESIST ORDER AND TO PAY A $5.5 MLN PENALTY"
"2022-05-10","NETAPP TEAMS WITH NVIDIA TO ACCELERATE HPC AND AI WITH TURNKEY SUPERCOMPUTING INFRASTRUCTURE"
"2022-05-10","SINGULAR GENOMICS COLLABORATES WITH NVIDIA TO DELIVER MARKET-LEADING NEXT-GENERATION SEQUENCING AND ANALYSIS SPEEDS"
"2022-05-16","TEMASEK HOLDINGS (PRIVATE) LTD TAKES SHARE STAKE OF 82,147 SHARES IN IN NVIDIA CORP"
"2022-05-18","NVIDIA CORP <NVDA.O>: SUSQUEHANNA CUTS TARGET PRICE TO $280 FROM $320"
"2022-05-18","NVIDIA CORP <NVDA.O>: OPPENHEIMER CUTS TARGET PRICE TO $300 FROM $350"
"2022-05-19","NVIDIA CORP <NVDA.O>: WEDBUSH CUTS TARGET PRICE TO $190 FROM $300"
"2022-05-19","NVIDIA CORP <NVDA.O>: WELLS FARGO CUTS TARGET PRICE TO $250 FROM $370"
"2022-05-20","NVIDIA CORP <NVDA.O>: WELLS FARGO CUTS TARGET PRICE TO $250 FROM $370"
"2022-05-23","NVIDIA CORP <NVDA.O>: BERNSTEIN CUTS TARGET PRICE TO $225 FROM $325"
"2022-05-23","NVIDIA CORP <NVDA.O>: UBS CUTS TARGET PRICE TO $280 FROM $350"
"2022-05-24","NVIDIA CORP <NVDA.O>: TRUIST SECURITIES CUTS TARGET PRICE TO $285 FROM $298"
"2022-05-25","AYAR LABS TO ACCELERATE DEVELOPMENT AND APPLICATION OF OPTICAL INTERCONNECTS IN ARTIFICIAL INTELLIGENCE/MACHINE LEARNING ARCHITECTURES WITH NVIDIA"
"2022-05-25","LUMINAR - TANER OZCELIK, FOUNDER OF NVIDIA'S AUTOMOTIVE BUSINESS, JOINS LUMINAR AS EXECUTIVE VP & GM "
"2022-05-25","NVIDIA CORP - Q2 OF FISCAL 2023 REVENUE IS EXPECTED TO BE $8.10 BLN, PLUS OR MINUS 2%"
"2022-05-25","NVIDIA - ON MAY 23, BOARD INCREASED & EXTENDED SHARE REPURCHASE PROGRAM TO REPURCHASE ADDITIONAL COMMON STOCK UP TO TOTAL OF $15 BLN THROUGH DEC 2023"
"2022-05-25","NVIDIA CORP - FIRST-QUARTER DATA CENTER REVENUE WAS A RECORD $3.75 BLN, UP 83% FROM A YEAR AGO"
"2022-05-25","NVIDIA CORP - FIRST-QUARTER GAMING  REVENUE WAS $3.62 BLN, UP 31% FROM A YEAR AGO AND UP 6% FROM PREVIOUS QUARTER"
"2022-05-25","NVIDIA CORP - Q2 REVENUE OUTLOOK INCLUDES AN ESTIMATED REDUCTION OF APPROXIMATELY $500 MLN RELATING TO RUSSIA AND COVID LOCKDOWNS IN CHINA"
"2022-05-25","NVIDIA CORP - FIRST-QUARTER AUTOMOTIVE REVENUE WAS $138 MLN, DOWN 10% FROM A YEAR AGO AND UP 10% FROM PREVIOUS QUARTER "
"2022-05-25","NVIDIA CORP - Q2 OF FISCAL 2023 GAAP AND NON-GAAP GROSS MARGINS ARE EXPECTED TO BE 65.1% AND 67.1%, RESPECTIVELY, PLUS OR MINUS 50 BASIS POINTS"
"2022-05-25","NVIDIA CORP QTRLY GAAP GROSS MARGIN 65.5%"
"2022-05-25","NVIDIA CORP <NVDA.O> Q1 NON-GAAP SHR $1.36"
"2022-05-25","NVIDIA CORP <NVDA.O> Q1 REVENUE ROSE 46 PCT TO $8.29 BLN"
"2022-05-25","NVIDIA CORP QTRLY NON- GAAP GROSS MARGIN 67.1%"
"2022-05-25","NVIDIA CORP <NVDA.O> Q1 REV VIEW $8.12 BLN -- REFINITIV IBES DATA"
"2022-05-25","NVIDIA CORP <NVDA.O> Q1 GAAP SHR $0.64"
"2022-05-25","NVIDIA CORP <NVDA.O> Q2 REV VIEW $8.45 BLN -- REFINITIV IBES DATA"
"2022-05-25","NVIDIA ANNOUNCES FINANCIAL RESULTS FOR FIRST QUARTER FISCAL 2023"
"2022-05-25","NVIDIA CORP SHARES FALL 6.9% AFTER THE BELL FOLLOWING RESULTS"
"2022-05-25","NVIDIA CORP - OUR GPUS ARE CAPABLE OF CRYPTOCURRENCY MINING, THOUGH WE HAVE LIMITED VISIBILITY INTO HOW MUCH THIS IMPACTS OUR OVERALL GPU DEMAND"
"2022-05-25","NVIDIA CORP - YEAR-ON-YEAR DECREASE IN AUTOMOTIVE REV  WAS DUE TO AUTOMAKERS’ SUPPLY CONSTRAINTS AND THE DECLINE OF LEGACY COCKPIT REVENUE"
"2022-05-25","NVIDIA CORP - QTRLY OEM AND OTHER REV DECREASE DUE TO DECLINE IN CRYPTOCURRENCY MINING PROCESSOR REV, WHICH WAS NOMINAL IN QTR VS $155 MLN A YEAR AGO"
"2022-05-25","NVIDIA SAYS PROJECTING GAMING REVENUE TO DECLINE SEQUENTIALLY - CONF CALL"
"2022-05-25","NVIDIA SAYS EXPECTS RUSSIA AND CHINA LOCKDOWN TO AFFECT Q2 GAMING SELLING BY $400 MLN-CONF CALL"
"2022-05-25","NVIDIA CFO: GAMING WILL ""PROBABLY"" DECLINE IN THE TEENS IN Q2 FROM Q1-CONF CALL"
"2022-05-25","NVIDIA SAYS ESTIMATES ABSENCE OF SALES TO RUSSIA TO HAVE $100MLN IMPACT ON Q2 DATA CENTER REVENUE- CONF CALL"
"2022-05-25","NVIDIA CEO TELLS REUTERS IT'S REDUCING GAMING CHIP SALES INTO CHINA AS SEES SOFTER DEMAND"
"2022-05-25","NVIDIA CEO TELLS REUTERS ALSO SEEING ""SLOWER SELL THROUGH"" FOR GAMING CHIPS IN EUROPE"
"2022-05-25","NVIDIA CORP <NVDA.O>: PIPER SANDLER CUTS TARGET PRICE TO $250 FROM $350"
"2022-05-25","NVIDIA CORP <NVDA.O>: COWEN AND COMPANY CUTS TARGET PRICE TO $265 FROM $350"
"2022-05-26","NVIDIA CORP <NVDA.O>: JP MORGAN CUTS TARGET PRICE TO $285 FROM $350"
"2022-05-26","NVIDIA CORP <NVDA.O>: ATLANTIC EQUITIES CUTS TARGET PRICE TO $205 FROM $370"
"2022-05-26","NVIDIA CORP <NVDA.O>: ATLANTIC EQUITIES CUTS TARGET PRICE TO $205 FROM $370"
"2022-05-26","NVIDIA SHARES FALL 6.2% PREMARKET AFTER Q2 REVENUE FORECAST DISAPPOINTS"
"2022-05-26","NVIDIA CORP <NVDA.O>: SUSQUEHANNA CUTS TARGET PRICE TO $260 FROM $280"
"2022-05-26","NVIDIA CORP <NVDA.O>: CITIGROUP CUTS PRICE TARGET TO $315 FROM $350"
"2022-05-26","NVIDIA CORP <NVDA.O>: MIZUHO CUTS TARGET PRICE TO $290 FROM $345"
"2022-05-26","NVIDIA CORP <NVDA.O>: BMO CUTS TARGET PRICE TO $300 FROM $375"
"2022-05-26","NVIDIA CORP <NVDA.O>: DEUTSCHE BANK CUTS TARGET PRICE TO $190 FROM $255"
"2022-05-26","NVIDIA CORP <NVDA.O>: TRUIST SECURITIES CUTS TARGET PRICE TO $283 FROM $285"
"2022-05-26","NVIDIA CORP <NVDA.O>: CREDIT SUISSE CUTS TARGET PRICE TO $205 FROM $400"
"2022-05-26","NVIDIA CORP <NVDA.O>: RAYMOND JAMES CUTS TARGET PRICE TO $250 FROM $365"
"2022-05-26","NVIDIA CORP <NVDA.O>: NEEDHAM CUTS TARGET PRICE TO $240 FROM $400"
"2022-05-26","NVIDIA CORP <NVDA.O>: BENCHMARK ASSUMES COVERAGE WITH BUY RATING; TARGET PRICE $228"
"2022-05-26","NVIDIA CORP <NVDA.O>: MORGAN STANLEY  CUTS TARGET PRICE TO $182 FROM $217"
"2022-05-26","NVIDIA CORP <NVDA.O>: BOFA GLOBAL RESEARCH CUTS PRICE OBJECTIVE TO $270 FROM $320"
"2022-05-26","NVIDIA CORP <NVDA.O>: COWEN AND COMPANY CUTS TARGET PRICE TO $265 FROM $350"
"2022-05-27","NVIDIA RECOMMENDS STOCKHOLDERS REJECT ‘MINI-TENDER’ OFFER BY TUTANOTA LLC"
"2022-05-27","NVIDIA CORP - RECENTLY BECAME AWARE OF AN UNSOLICITED ""MINI-TENDER"" OFFER BY TUTANOTA LLC TO PURCHASE UP TO 215,000 SHARES OF NVIDIA COMMON STOCK"
"2022-06-06","ULTIMA GENOMICS COLLABORATES WITH NVIDIA TO DELIVER $100 GENOME SEQUENCING WITH AI AND ACCELERATED COMPUTING "
"2022-06-06","ROCKETBOOTS - ACCEPTED TO NVIDIA METROPOLIS PARTNER PROGRAM"
"2022-06-07","ASETEK LIQUID COOLING TECHNOLOGY POWERS NVIDIA® GEFORCE RTX™ 3090 TI OC EDITION GPU COOLER FROM ASUS ROG"
"2022-06-08","SK HYNIX: PLANS TO SUPPLY HBM3 DRAM MEMORY CHIPS TO NVIDIA STARTING Q3 2022"
"2022-06-29","NVIDIA CORP <NVDA.O>: BOFA GLOBAL RESEARCH CUTS PRICE OBJECTIVE TO $220 FROM $270"
"2022-06-29","SIEMENS AND NVIDIA SIGN PARTNERSHIP AGREEMENT TO EXPAND THEIR INDUSTRIAL METAVERSE SERVICES"
"2022-06-29","SIEMENS AND NVIDIA SIGN PARTNERSHIP AGREEMENT TO EXPAND THEIR INDUSTRIAL METAVERSE SERVICES"
"2022-06-29","SIEMENS AND NVIDIA TO ENABLE INDUSTRIAL METAVERSE"
"2022-06-29","NVIDIA CORP - COMPANIES WILL CONNECT NVIDIA OMNIVERSE AND SIEMENS XCELERATOR PLATFORMS"
"2022-06-29","NVIDIA CORP -  COMPANIES PLAN TO CONNECT SIEMENS XCELERATOR BUSINESS PLATFORM, AND NVIDIA OMNIVERSE COLLABORATION AS A FIRST STEP IN COLLABORATION"
"2022-07-05","NVIDIA CORP <NVDA.O>: NEEDHAM CUTS TARGET PRICE TO $185 FROM $240"
"2022-07-11","NVIDIA CORP <NVDA.O>: PIPER SANDLER CUTS TARGET PRICE TO $235 FROM $250"
"2022-07-12","NVIDIA CORP <NVDA.O>: COWEN AND COMPANY  CUTS PRICE TARGET TO $200 FROM $265"
"2022-07-12","NVIDIA CORP <NVDA.O>: CITIGROUP CUTS PRICE TARGET TO $285 FROM $315"
"2022-07-12","NVIDIA ANNOUNCES HYBRID QUANTUM-CLASSICAL COMPUTING PLATFORM "
"2022-07-13","NVIDIA CORP <NVDA.O>: SUSQUEHANNA CUTS TARGET PRICE TO $220 FROM $260"
"2022-07-19","SHARES OF NVIDIA UP 1.1% IN EXTENDED TRADE "
"2022-07-20","NVIDIA CORP <NVDA.O>: DEUTSCHE BANK CUTS TARGET PRICE TO $175 FROM $190"
"2022-07-25","NVIDIA CORP <NVDA.O>: BARCLAYS CUTS TARGET PRICE TO $200 FROM $295"
"2022-07-27","NVIDIA GAINS IN VOLUME SPIKE, SHARES LAST UP 6.3%"
"2022-08-08","NVIDIA CORP <NVDA.O> Q2 REVENUE $6.7 BLN"
"2022-08-08","NVIDIA CORP - Q2 REVENUE IS EXPECTED TO BE APPROXIMATELY $6.70 BLN, DOWN 19% SEQUENTIALLY AND UP 3% FROM PRIOR YEAR "
"2022-08-08","NVIDIA CORP - BELIEVE OUR LONG-TERM GROSS MARGIN PROFILE IS INTACT"
"2022-08-08","NVIDIA CORP - Q2 RESULTS ARE EXPECTED TO INCLUDE APPROXIMATELY $1.32 BLN OF CHARGES"
"2022-08-08","NVIDIA CORP - $1.32 BLN OF CHARGES, PRIMARILY FOR INVENTORY AND RELATED RESERVES, BASED ON REVISED EXPECTATIONS OF FUTURE DEMAND"
"2022-08-08","NVIDIA CORP - Q2 GAMING REVENUE WAS $2.04 BLN, DOWN 44% SEQUENTIALLY AND DOWN 33% FROM PRIOR YEAR "
"2022-08-08","NVIDIA CORP - Q2 DATA CENTER REVENUE, THOUGH A RECORD, WAS SOMEWHAT SHORT OF CO'S EXPECTATIONS, AS IT WAS IMPACTED BY SUPPLY CHAIN DISRUPTIONS"
"2022-08-08","NVIDIA CORP - IN QTR, IMPLEMENTED PRICING PROGRAMS WITH CHANNEL PARTNERS TO REFLECT CHALLENGING MARKET CONDITIONS THAT ARE EXPECTED TO PERSIST INTO Q3"
"2022-08-08","NVIDIA CORP <NVDA.O> Q2 REV VIEW $8.10 BLN -- REFINITIV IBES DATA"
"2022-08-08","NVIDIA CORP - PLAN TO CONTINUE STOCK BUYBACKS AS WE FORESEE STRONG CASH GENERATION AND FUTURE GROWTH"
"2022-08-08","NVIDIA ANNOUNCES PRELIMINARY FINANCIAL RESULTS FOR SECOND QUARTER FISCAL 2023"
"2022-08-08","NVIDIA SHARES MOVE SHARPLY LOWER PREMARKET AFTER CO EXPECTS A SEQUENTIAL DROP IN Q2 REV, LAST DOWN 8.1% PREMARKET"
"2022-08-08","NVIDIA SHARES DOWN 5.9% AFTER CO EXPECTS A SEQUENTIAL DROP IN Q2 REV"
"2022-08-08","NVIDIA CORPORATION <NVDA.O> : CRAIG-HALLUM CUTS TO HOLD FROM BUY"
"2022-08-08","NVIDIA CORPORATION <NVDA.O> : CRAIG-HALLUM  CUTS TARGET PRICE TO $180 FROM $210"
"2022-08-08","NVIDIA CORP <NVDA.O>: SUSQUEHANNA CUTS TARGET PRICE TO $210 FROM $220"
"2022-08-08","NVIDIA CORP <NVDA.O>: OPPENHEIMER CUTS TARGET PRICE TO $250 FROM $300"
"2022-08-09","NVIDIA CORP <NVDA.O>: JP MORGAN  CUTS TARGET PRICE TO $230 FROM $285"
"2022-08-09","NVIDIA CORP <NVDA.O>: RAYMOND JAMES CUTS TARGET PRICE TO $240 FROM $250"
"2022-08-09","NVIDIA CORP <NVDA.O>: MIZUHO CUTS TARGET PRICE TO $250 FROM $290"
"2022-08-09","NVIDIA CORP <NVDA.O>: ROSENBLATT SECURITIES CUTS TARGET PRICE TO $320 FROM $400"
"2022-08-09","NVIDIA CORP <NVDA.O>: TRUIST SECURITIES CUTS TARGET PRICE TO $216 FROM $283"
"2022-08-09","NVIDIA CORP <NVDA.O>: UBS CUTS TARGET PRICE TO $220 FROM $280"
"2022-08-09","ARK’S CATHIE WOOD SCOOPS UP MORE THAN $60 MILLION OF NVIDIA FOLLOWING CHIPMAKER’S REVENUE WARNING - CNBC"
"2022-08-09","NVIDIA AND PARTNERS BUILD OUT UNIVERSAL SCENE DESCRIPTION TO ACCELERATE INDUSTRIAL METAVERSE AND NEXT WAVE OF AI"
"2022-08-14","HONGBO <002229.SZ> SAYS IT SIGNS COOPERATION AGREEMENT WITH PARTNERS INCLUDING NVIDIA TO SET UP AI INNOVATION CENTRE IN BEIJING"
"2022-08-24","NVIDIA CORP - QUARTERLY REVENUE OF $6.70 BLN, UP 3% FROM A YEAR AGO"
